,Product Name,Product Description,Discounted Price,Original Price,Discount Percentage,Customer Rated Rating,Customer Review Test,Reviewers Name,Review_posted_dates
1504,INVICTUS,Men Black Red Striped Polo Collar Pure Cotton T-shirt,₹539,₹1199,(55% OFF),"[5, 5, 5]","['The TShirt is good overall with good cloth quality and colour.But it could have been a little better with size and fittings.', 'Great colour and nice fit.', 'Value for money product . Comfortable looks good and unique. Good for summers']","['Rajat', 'Ankit Kumar', 'Myntra Customer']","['5 June 2021', '17 Mar 2022', '22 Apr 2022']"
1505,HRX by Hrithik Roshan,Rapid-Dry Racket Sport T-shirt,₹584,₹899,(35% OFF),[],[],[],[]
1506,Roadster,Men Typography Printed Polo Collar T-shirt,₹329,₹1499,(Rs. 1170 OFF),"[4, 5, 2]","['I luv this product ❣️❣️❣️', 'Nice fabric.....and fitting 😊', 'Fabric quality not good,not comfortable for hot summer']","['3920', 'Aakash', 'Amit Kumar Yadav']","['8 Sept 2023', '19 Dec 2023', '6 Oct 2023']"
1507,max,Striped Polo Collar T-shirt,Rs. 699,,,,,,
1508,HRX by Hrithik Roshan,Rapid-Dry Printed Training T-shirt,₹629,₹899,(30% OFF),[4],['Good'],['Disha Agarwal'],['27 Dec 2023']
1509,Being Human,Pure Cotton Abstract Printed Casual T-shirt,₹340,₹1099,(69% OFF),[5],['Nice'],['Farhad Davierwalla'],['12 Dec 2023']
1510,Roadster,Men Solid Polo Collar T-shirt,₹599,₹2999,(80% OFF),[],[],[],[]
1511,WROGN,Men Pure Cotton T-shirt,₹719,₹1199,(40% OFF),[],[],[],[]
1512,French Connection,Round Neck Colourblocked Pure Cotton T-shirt With Chest Pocket Detail,₹629,₹1799,(65% OFF),"[3, 4, 1]","['I am playing football', 'Nice', 'Quality is very poor. Torn and unusable in a short time. One of the worst product i bought till date. Material quality very poor. Design is good.']","['Omkar', 'Gulafsakhanam', 'Inbaraj Rajamani']","['25 Nov 2023', '24 Oct 2023', '9 Nov 2023']"
1513,Being Human,Pure Cotton Graphic Printed Casual T-shirt,₹349,₹999,(65% OFF),[4],['Good'],['Bhairav Prajapati'],['4 Jan 2024']
1514,Ducati,Typography Printed Pure Cotton Boxt T-shirt,₹575,₹1799,(68% OFF),[],[],[],[]
1515,HRX by Hrithik Roshan,Men Brand Logo Printed T-shirt,₹479,₹599,(20% OFF),"[4, 1]","[""The color is great, just the right amount of pink. The tshirt is not that stretchable but it's a good fit."", 'For the first time disappointed with Myntra product quality']","['Syed Ali', 'Hemanth']","['10 Jan 2024', '12 Dec 2023']"
1516,Kook N Keech,Printed Drop-Shoulder Sleeves Oversized Pure Cotton T-shirt,₹339,₹999,(66% OFF),"[4, 5, 5]","['Good tshirt... But loose', 'Loved it', 'Nice product']","['Ajay', 'Tharun', 'Kolli Karthik']","['19 Oct 2023', '6 Dec 2023', '28 Nov 2023']"
1517,Mast & Harbour,Men Solid T-shirt,₹379,₹999,(62% OFF),[],[],[],[]
1518,Dennis Lingo,Colourblocked Polo Collar Pure Cotton T-shirt,₹499,₹2199,(Rs. 1700 OFF),[1],['The material is very thin.'],['Sumesh C'],['9 Sept 2023']
1519,Being Human,Solid Pure Cotton T-shirt,₹371,₹1199,(69% OFF),[],[],[],[]
1520,encore by INVICTUS,Men Blue & Off White Colourblocked Casual T-shirt,₹404,₹898,(55% OFF),"[2, 2, 5]","['Not sexier like photo... :(', 'Quality not good', 'Perfect fit']","['Aadarsh Kosta', 'Harsh Viresh Bagalkoti', 'Rizvi Zaveri']","['4 Oct 2023', '15 Oct 2023', '17 Jan 2023']"
1521,Turtle,Typography Printed Slim Fit Cotton T-shirt,₹779,₹1299,(40% OFF),[],[],[],[]
1522,max,Men Khaki Polo Collar T-shirt,₹448,₹449,(Rs. 1 OFF),"[5, 5, 4]","['Everything is fine', 'Loved it quality is nice', 'Long length']","['Narasimha', 'Nasreen Ahmed', 'Myntra Customer']","['12 Jan 2023', '17 Sept 2023', '24 Jan 2023']"
1523,Roadster,Men White Solid Round Neck Pure Cotton T-shirt with Print Detail,₹314,₹699,(55% OFF),"[4, 5, 5]","['It look good, but size is loose. Go for smaller one', 'Very good fit. Comfortable. Casual. Roadstar always delivers what it promises.', 'Its Just Amazing clothe And Size Is Perfect']","['Ashar Sheikh', 'Ansh Laroia', 'Jeet Namdev']","['23 Apr 2022', '17 Apr 2021', '14 Apr 2021']"
1524,Cultsport,Solid Active T-shirt,₹604,₹1099,(45% OFF),[],[],[],[]
1525,FREE SOCIETY,Men Typography Printed Polo Collar Oversized Pure Cotton T-shirt,₹593,₹1799,(67% OFF),[],[],[],[]
1526,HRX by Hrithik Roshan,Men Brand Logo Printed Training Rapid-Dry T-shirt,₹524,₹699,(25% OFF),[1],['Worst quality'],['Akash Bere'],['29 Dec 2023']
1527,WROGN,Striped Detail & Colourblocked Slim Fit T-shirt,₹749,₹1499,(50% OFF),"[4, 5]","['Good Quality', 'Good Product']","['Vinay Mummidi', 'Ajit Singh Sachdeva']","['4 Oct 2023', '5 Dec 2023']"
1528,Roadster,The Life Co. Men Pure Cotton Polo Collar T-shirt,₹409,₹999,(59% OFF),"[3, 4, 5]","['Very simple, quality is not good.', 'Good product on this amount', 'Good Quality and fiting as given in size 5⭐ product']","['Saurabh Sagar', 'Rabi Shankar Jaiswara', 'Nitin']","['10 Feb 2023', '23 Nov 2023', '7 Nov 2023']"
1529,Stormborn,Graphic Printed Drop-Shoulder Sleeves Oversized Pure Cotton Casual T-Shirt,₹499,₹999,(50% OFF),[],[],[],[]
1530,Roadster,The Life Co. Solid Pure Cotton Casual T-shirt,₹314,₹699,(55% OFF),"[5, 5, 5]","['Good fit, colour is nice, and gives a decent look', 'Just loved it.. outstanding quality', 'Materials is very good+++++? Shipping packing is nice+++++? Thank you dealer and myntra all team thank you thank you so much+++++☺️??']","['Himanshu Singh', 'Soni Pasha', 'Hina Khasiya']","['8 Apr 2023', '5 May 2023', '8 Aug 2023']"
1531,Kook N Keech Emoji,Men Tangerine Orange Pure Cotton Nostalgic Al-Clusive Clubhouse T-shirt,₹329,₹1099,(70% OFF),"[5, 3]","['', 'Ok']","['Urviz', 'Nakka Sri Harsha']","['22 June 2023', '5 Oct 2023']"
1532,BULLMER,Men Pack Of 3 Printed T-shirts,₹629,₹1499,(58% OFF),"[4, 4, 5]","[""First time ordered BULLMER T-shirts for my husband...I want to tell you guys the product quality is really good?..soft material.... overall it's good for summer..Go for it?"", 'This product is just good and avareg quality but I ordered large but tshart same short but ok I think this t shirt s was use only game play boys not for caman mens', 'I had bought this t-shirt for my brother.. The fabric is good and looks nice after wearing, all three color are very gud.. Happy with the product thank you mantra for delivering the product before the expected date.']","['Rachana Bajpai', 'Karthik Royal', 'Prateeksha Negi']","['20 Aug 2020', '12 May 2021', '22 Aug 2020']"
1533,Sztori,Plus Size Striped T-shirt,₹623,₹1599,(61% OFF),[],[],[],[]
1534,Roadster,The Life Co. Drop-Shoulder Sleeves Pure Cotton T-shirt,₹335,₹799,(58% OFF),[],[],[],[]
1535,KETCH,Polo Collar Drop-Shoulder Sleeves Oversized T-shirt,₹599,₹1549,(Rs. 950 OFF),[],[],[],[]
1536,HRX by Hrithik Roshan,Printed Pure Cotton T-shirt,₹594,₹699,(15% OFF),[],[],[],[]
1537,HERE&NOW,Pure Cotton Floral Printed Drop-Shoulder Sleeves Casual T-shirt,₹359,₹1199,(70% OFF),[],[],[],[]
1538,Louis Philippe Jeans,Men Mustard Yellow Brand Logo Printed T-shirt,₹779,₹1299,(40% OFF),"[4, 5, 5]","[""Fit and material is really good but the color varies from what's shown in image. Its darker and brownish than image."", 'Very nice fitting and quality.', 'The colour and the quality of cloth is super then I expect.. I love it You can buy this without hesitation...']","['Darshan Jadhav', 'Akhil Ashokan', 'Chahar']","['9 Dec 2021', '25 Feb 2022', '5 Jan 2024']"
1539,Roadster,The Lifestyle Co. Striped Polo Collar T-shirt,₹454,₹1299,(65% OFF),[],[],[],[]
1540,Blackberrys,Men Polo Collar Slim Fit T-shirt,₹716,₹895,(20% OFF),[],[],[],[]
1541,Jack & Jones,Typography Printed Pure Cotton Slim Fit T-shirt,₹584,₹1299,(55% OFF),"[4, 5]","['best in fitting', 'Nice']","['Neeraj Joshi', 'Vasudev Kapadia']","['25 Dec 2023', '16 Jan 2024']"
1542,Bewakoof,Graphic Printed Drop-Shoulder Sleeves Oversized Fit Cotton T-shirt,₹649,₹1499,(Rs. 850 OFF),"[5, 4, 5]","[""It's worth the price. The quality of the cloth is fine. You won't regret buying it."", ""I wore it on a trip and loved it's colour shade n found it comfy... doesn't crease very quickly., which is good"", 'Love the color and fitting is just right']","['Jinxz Jinxz', 'Shilpi Bansal', 'Parag Sen']","['31 May 2023', '27 Sept 2023', '30 June 2023']"
1543,Urbano Fashion,Men Olive Green Solid Henley Neck Pure Cotton T-shirt,₹494,₹1099,(55% OFF),"[5, 5, 5]","['Very nice. Fast delivery. Colour combination is good. In myntra app showing same product I received. I appreciate & delivery person is also good . I am giving 5rating out of 5', 'Everything is fine with this product mainly the colour is fantastic.', 'I am Loving it .']","['Ashish Singh', 'Mriganka', 'Sandip Saha']","['19 Jan 2023', '22 Dec 2020', '7 Dec 2020']"
1544,HRX by Hrithik Roshan,Typography Lifestyle T-shirt,₹449,₹599,(25% OFF),[4],['Good for yoga and mild training bought it for rainy and summer seasons.'],['Kislay Kumar'],['21 Dec 2023']
1545,Roadster,The Lifestyle Co. Burgundy Striped Oversized Cotton Tshirts,₹395,₹1199,(67% OFF),[],[],[],[]
1546,Roadster,The Lifestyle Co Men Black Typography Printed Pure Cotton T-shirt,₹314,₹699,(55% OFF),"[4, 3, 4]","['Very nice fabric is good colour also good thanks Myntra', 'Good product.. But I am not satisfied with size', 'Produc tis good but look washed off after i wash it']","['Abinash Prasad Verma', 'Dipankar Jiyon', 'Dinkar Prajapati']","['1 June 2023', '9 May 2022', '15 May 2022']"
1547,Roadster,The Life Co. Drop-Shoulder Sleeves Pure Cotton T-shirt,₹349,₹799,(Rs. 450 OFF),[],[],[],[]
1548,Peter England,Men Polo Collar T-shirt,₹739,₹999,(26% OFF),[],[],[],[]
1549,Jack & Jones,Printed Slim Fit Round Neck Cotton T-shirt,₹494,₹1099,(55% OFF),"[5, 1]","['Love the material and the colour. And it looks and feels good.', 'Pathetic quality Pathetic size']","['Joseph Nunez', 'Komaldaga']","['19 Dec 2023', '23 Dec 2023']"
1550,Jack & Jones,Printed Slim Fit Round Neck Cotton T-shirt,₹494,₹1099,(55% OFF),"[5, 1]","['Love the material and the colour. And it looks and feels good.', 'Pathetic quality Pathetic size']","['Joseph Nunez', 'Komaldaga']","['19 Dec 2023', '23 Dec 2023']"
1551,CLAFOUTIS,Typography Printed Relaxed Fit V-Neck T-shirt,₹399,₹1499,(Rs. 1100 OFF),[1],['It is very thin and lack of quality. Not expected for price.'],['Javed'],['23 Jan 2024']
1552,HRX by Hrithik Roshan,Men Brand Logo Printed Rapid-Dry Football T-shirt,₹974,₹1299,(25% OFF),"[4, 5, 5]","['Ok okproduct', 'Nice Quality', 'Too good']","['Akbar Khan', 'Shivam', 'Rahul']","['6 Sept 2023', '8 Jan 2024', '2 Nov 2023']"
1553,Cultsport,Colourblocked Workout T-shirt,₹659,₹1199,(45% OFF),[],[],[],[]
1554,Roadster,The Life Co. Pure Cotton Drop-Shoulder Sleeves Applique Oversized T-shirt,₹327,₹799,(59% OFF),[4],['Superb t shart'],['Ali Abbas'],['21 Jan 2024']
1555,Jack & Jones,Slim Fit Round Neck Cotton T-shirt,₹314,₹699,(55% OFF),[3],"[""That's tshirt had no Jack and Jones brand... Via or type brand produkt .... Quality Is little bit good..""]",['Saima'],['29 Dec 2023']
1556,HIGHLANDER,Unisex Graphic Printed Drop-Shoulder Sleeves Oversized T-shirt,₹499,₹1099,(Rs. 600 OFF),[5],['Good one'],['Salman'],['17 Jan 2024']
1557,The Souled Store,Polo Collar Pure Cotton T-shirt,₹734,₹1499,(51% OFF),"[5, 4, 5]","['Product showed in image matches the actual product', 'Looks good on dark skinned men too . The colour is just Wowww.!', 'Great fit']","['Aryan Parmar', 'Riddhi Kulkarni', 'Daizy']","['26 Nov 2023', '10 Dec 2023', '20 Oct 2023']"
1558,Snitch,Navy Blue Round Neck Relaxed Fit Cotton T-shirt,₹799,₹1598,(50% OFF),[],[],[],[]
1559,Minute Mirth,Superhero Printed T-shirt,₹509,₹599,(15% OFF),[],[],[],[]
1560,UnderJeans by Spykar,Men Yellow Solid Polo Collar Pure Cotton Lounge Tshirts,₹499,₹1149,(Rs. 650 OFF),"[5, 5, 5]","['I just love that t shirt and want to say that must buy it .', 'Such a beautiful T shirt Thank you Myntra.❤️', 'Very good tishirt I love it']","['Roshan', 'Maitri', 'Nirdesh']","['30 Oct 2023', '12 Apr 2023', '28 Dec 2023']"
1561,KETCH,Colourblocked Drop-Shoulder Sleeves Hooded Oversized Popcorn structured T-shirt,₹511,₹1649,(69% OFF),[],[],[],[]
1562,AESTHETIC NATION,Men Maroon Typography Anti Odour Training or Gym T-shirt,₹749,₹1499,(50% OFF),"[4, 1]","['', 'Product quality is good.']","['Nath', 'Prakash']","['9 Aug 2023', '12 Jan 2024']"
1563,Kook N Keech,Tie And Dye Printed Drop-Shoulder Sleeves Oversized Pure Cotton T-shirt,₹349,₹999,(65% OFF),[1],['Worst product'],['Lakshmi Narasimha'],['16 Jan 2024']
1564,HRX by Hrithik Roshan,Men Rapid-Dry Outdoor T-shirt,₹1104,₹1299,(15% OFF),[4],['Value for money. Good buy for regular sport wear.'],['Partha'],['20 Dec 2023']
1565,2Bme,Polo Collar Short Sleeves Cotton T-shirt,Rs. 599,,,,,,
1566,max,Men Green Solid Polo Collar T-shirt,₹399,₹449,(Rs. 50 OFF),"[3, 5, 5]","['Good quality good cloth but Too lengthy …….', 'Good', 'Good quality of cotton. Nice fitting.']","['Aktar Patel', 'Swaleha Devadi', 'Akanksha Pathak']","['21 Dec 2023', '22 Nov 2020', '27 Sept 2022']"
1567,STELLERS,Polo Collar Dry Fit T-shirt,₹759,₹1999,(62% OFF),"[2, 4]","['Shift cloth is very thin not satisfied', 'Nice tee Shirt.']","['Durgabhushan', 'Shankar Roychowdhary']","['21 Jan 2024', '1 Nov 2023']"
1568,WROGN,Typography Printed Drop-Shoulder Sleeves Oversized T-shirt,₹719,₹1199,(40% OFF),[],[],[],[]
1569,HERE&NOW,HERENOW Men Maroon Solid Round Neck Pure Cotton T-shirt,₹303,₹799,(62% OFF),"[5, 4, 4]","[""Amazing product.. I'm so happy to get it.. guys you can grab this product easily without any hesitation.. trust me.. Thanks a lot Myntra for your best service 💝☺️😃"", 'I did not get the exchange option earlier but now i can. Easy exchange process. Brilliant.', 'It was good and what we seen on photos is exactly same product Reasonable price....?']","['Susmita Singh', 'Narender', 'Avinash Mekala']","['4 Oct 2023', '9 Sept 2020', '14 Dec 2022']"
1570,Rigo,Men Black Mandarin Collar Slim Fit T-shirt,₹671,₹1599,(58% OFF),"[4, 5]","['Quality is superab.', 'Good Product at a very reasonable price... Perfect match for my Son.']","['Aashu Kumar', 'Rajiv Anand']","['17 Dec 2023', '20 Oct 2023']"
1571,WROGN,Men Grey Printed Slim Fit Round Neck Pure Cotton T-shirt,₹587,₹1199,(51% OFF),"[3, 4, 3]","['I have ordered for my brother but sleeve length was short so i returned, but quality of product was amazing. Also good return policy myntra.. thank you', 'The colour and quality was good,but after few wears it started getting lose', 'Somewhat loose in between chest and west no narrow in between. And I feel product is little bit old because there is no shine in clothe like new.']","['Rohini', 'Vivek Yadav', 'Sanjeev Kumar']","['4 Oct 2020', '28 Sept 2020', '24 Oct 2020']"
1572,H&M,Pure Cotton Oversized Fit T-Shirt,Rs. 799,,,,,,
1573,The Label Bar,Drop Shoulder Sleeves Cotton Oversized T-shirt,₹349,₹999,(65% OFF),[],[],[],[]
1574,Roadster,Men Blue & White Printed Pure Cotton T-shirt,₹303,₹799,(62% OFF),"[5, 1]","['Very nice and high quality tshirt you can buy it', 'Color fading in first wash itself Pls do not buy']","['Neha', 'Sanath']","['19 Dec 2023', '6 Jan 2024']"
1575,Rigo,Self Design High Neck Cotton T-shirt,₹629,₹1399,(55% OFF),[],[],[],[]
1576,max,Polo Collar Cotton Regular Fit T-shirt,₹399,₹449,(Rs. 50 OFF),"[4, 4, 5]","['Size was a little smaller than expected but it fit me quite well Fabric and colour are also nice', 'Favorite one ,love how he look', 'Nice product']","['Jimish Shah', 'Sonali Naiya', 'Pooja']","['19 Nov 2023', '26 Oct 2023', '16 Nov 2023']"
1577,Roadster,Men Navy Blue & Off White Typography Printed Pure Cotton T-shirt,₹343,₹799,(57% OFF),"[5, 5, 5]","['I really loved the t-shirt I ordered it to get free delivery on my bag value but impressed with the quality and design colour is also really nice', 'It was a amazing Experience with Myntra . I got what I had ordered , exactly same fabric with cool colour in a very cheap Budget . Nice fitting.', 'As expected good quality. Happy to see.']","['Suraj Yadav', 'Aamir', 'Prathik Gondkar']","['26 Apr 2023', '31 Mar 2023', '7 Dec 2022']"
1578,Roadster,The Lifestyle Co. Brand Logo Printed Pure Cotton T-shirt,₹339,₹999,(66% OFF),[],[],[],[]
1579,STELLERS,Polo Collar Embroidered Dry Fit T-shirt,₹759,₹1999,(62% OFF),[],[],[],[]
1580,Roadster,Navy Blue Graphic Printed Pure Cotton Oversized T-shirt,₹373,₹1099,(66% OFF),"[1, 3, 2]","['Very bad product', 'After 2 washes color start fading', 'Color is coming out with every wash']","['Abhiraj Gupta', 'Chayan', 'Sahil Meena']","['13 Oct 2023', '12 Nov 2023', '5 Nov 2023']"
1581,WROGN,Men White Henley Neck T-shirt,₹449,₹899,(50% OFF),[],[],[],[]
1582,Bewakoof,X Harry Potter Graphic Printed Oversized Fit T-shirt,₹649,₹1249,(Rs. 600 OFF),"[5, 4, 5]","['Very comfortable t shirt. And fun to wear', 'Fabric quality is good', 'Thank you 🥲🥲🥲🥲🙏']","['Riya Gupta', 'Myntra Customer', 'Smritisinha']","['10 Oct 2023', '2 Dec 2023', '13 Sept 2023']"
1583,WROGN ACTIVE,Men Grey Solid Round Neck T-shirt With Printed Detailing,₹844,₹1299,(35% OFF),"[5, 5, 5]","['Excellent t-shirt for fit people. Color and fit is good. Very comfortable to wear during workouts. TBH no complaint at all with t-shirt only little bit expensive.', ""Shopping site 5* delivery 5* service 5* value of money 5* brand's 5* Fitting $uper $tar******* ??"", 'Nice comfortable fit for cycling rides']","['Vyomkesh Pandey', 'Manish', 'Rajat Kaushik']","['4 Jan 2021', '26 Apr 2021', '19 Oct 2020']"
1584,Difference of Opinion,Men Pink & Green Typography Printed Pure Cotton Oversized T-shirt,₹494,₹1499,(67% OFF),"[5, 5, 5]","['A comfortable decent quality t shirt', 'Not a fond lover of pink if I say so myself but this?!!! This is frickin amazing!', 'Nice t shirt i think you should go for it']","['Rahul Hembrom', 'Karthik', 'Shwet']","['19 Sept 2023', '26 July 2023', '29 Oct 2022']"
1585,DILLINGER,Men Green Grey Colourblocked Round Neck Pure Cotton T-shirt,₹524,₹1249,(58% OFF),"[5, 5, 4]","['I love Dillinger T shirts,Please try to provide more colors,Now I have more than 10 Dillinger T shirts all look like similar ?', 'Very good one...blindly you can buy this product... osm product...simple one?', 'Fit and comfort is Super.']","['Sivaramakrishna', 'Pothushivacharan', 'Raju Vallapu']","['27 Feb 2022', '12 Sept 2022', '15 June 2022']"
1586,Jockey,Men Mustard Yellow Solid Comfort Fit Round Neck T-shirt,Rs. 579,,,,,,
1587,Roadster,The Lifestyle Co. Striped Polo Collar Pure Cotton T-shirt,₹493,₹1299,(62% OFF),[],[],[],[]
1588,V-Mart,Striped Polo Collar Cotton T-shirt,Rs. 449,,,,,,
1589,Red Tape,Men Pure Cotton T-shirt,₹335,₹1599,(79% OFF),"[5, 5, 5]","['Good product Very comfortable Excellent fitting Nice quality product', 'The best T-shirt, I ever bought online. Worth every penny..', 'Beautiful dark bottle green t-shirt']","['Basit Iqbal', 'Davinder Singh', 'Kenten Augustus']","['28 May 2023', '29 Mar 2023', '4 June 2023']"
1590,HRX by Hrithik Roshan,HRX By Hrithik Roshan Training Men Atlantic Blue Rapid-Dry Typography Tshirts,₹559,₹699,(20% OFF),"[5, 4, 4]","['Quality is amazing and fit is just perfect', 'Print is too dark, else product is excellent..u can choose other designs for the same HRX product', 'Quality is good But it should be stretchable']","['Deepak Gwalani', 'Sudipta', 'Deep Gabani']","['5 June 2023', '15 Mar 2022', '26 May 2023']"
1591,Bewakoof,Men Navy Blue Solid Round Neck Pure Cotton T-shirt,₹449,₹999,(Rs. 550 OFF),"[4, 4, 3]","['Nice fit except the collar seems to be a bit tight but not uncomfortable. The cloth material is also good', '100% cotton, slim fit , length good. Dry in shade or atleast reverse the side Good for 266', 'Color fading problem. Wearing comfort is good.But Size is bit loose. Especially shoulder is not perfect.Overall good product']","['Sourish Sarmah', 'Myntra Customer', 'Arjun S']","['11 July 2021', '5 Dec 2023', '3 May 2023']"
1592,Maniac,Henley Neck Raglan Sleeves Pure Cotton Oversized T-shirt,₹689,₹1969,(65% OFF),"[5, 3, 4]","['Very Nice product👌👌👌', 'Look wise its good but stitches are cheap quality', 'Good']","['Mandar Dere', 'Shakira Shaikh', 'Shaikh Mohd Irshad Wajid Ali']","['15 Nov 2023', '5 Dec 2023', '16 Dec 2023']"
1593,BULLMER,Abstract Printed Round Neck Oversized Cotton T-shirt,₹389,₹1499,(74% OFF),[2],['Worst fabric'],['Mohammed'],['19 Sept 2023']
1594,Bewakoof,Typography Printed Drop-Shoulder Cotton Oversized T-shirt,₹649,₹1299,(Rs. 650 OFF),[],[],[],[]
1595,Louis Philippe Jeans,Men Navy Blue Graphic Printed Pure Cotton Slim Fit Casual T-shirt,₹681,₹1049,(35% OFF),"[5, 5, 5]","['The product is nice and good by Louis Philippe Jeans', 'Best quality tshirt With great fit and not so large sleeves.', 'Loved it . The material is so good . Not sure if design will last.']","['Rahul Kumar', 'Shubham Lungade', 'Goku']","['29 Mar 2022', '6 Mar 2022', '3 May 2023']"
1596,Hypernation,Men White High Neck Slim Fit T-shirt,₹695,₹1199,(42% OFF),[],[],[],[]
1597,Bewakoof Heavy Duty,1.0 Gardenia Super Loose Fit T-shirt,₹599,₹1199,(Rs. 600 OFF),[],[],[],[]
1598,Elibolz,Striped Round Neck Short Sleeves Cotton Regular T-shirt,₹399,₹799,(Rs. 400 OFF),[],[],[],[]
1599,Dennis Lingo,Regular Fit Polo Collar Cotton T-shirt,₹594,₹2049,(71% OFF),"[5, 5, 1]","['Really good product considering the price. The color of the shirt is really good too!', 'Material Quality is Very Good', 'Quality of product is very bad after 1 wash it looks like 3year used product']","['Aditya Raj Jain', 'Tejas Bhavsar', 'Pavan']","['30 Oct 2023', '14 Sept 2023', '21 Dec 2023']"
1600,Red Tape,Men Graphic Print Nylon Elastane Round Neck Activewear Half Sleeve T-Shirt,₹503,₹2399,(79% OFF),"[5, 1]","['Very nice', 'Bad quality']","['Shailendra Pratap Singh', 'Naveen Sharma']","['1 May 2023', '18 July 2023']"
1601,max,Geometric Printed Polo Collar T-shirt,₹698,₹699,(Rs. 1 OFF),[],[],[],[]
1602,HRX by Hrithik Roshan,Men Brand Logo Printed Rapid-Dry Running T-shirt,₹584,₹899,(35% OFF),[5],['Very good fabric and fit'],['Keerthi Vasan'],['15 Jan 2024']
1603,Kook N Keech,Men Graphic Printed Loose T-shirt,₹479,₹1199,(60% OFF),"[4, 5, 1]","['Just looking like a wow 😂', 'Nyc t shirt Best Quality', 'Shoulder stitching was very bad. It gave a lumpy look on both sides. It was not stitched flat. Looked like puff sleeves.']","['Yash Mishra', 'Ashish', 'Shefali Joshi']","['18 Nov 2023', '5 Dec 2023', '30 Dec 2023']"
1604,Moda Rapido,Men Olive Green Printed Round Neck Pure Cotton T-shirt,₹359,₹899,(60% OFF),"[3, 4, 4]","[""Fit - the hip region of the shirt seems to fit tight, I went for xl which is my correct size but it was very tight so try going for a higher size. Colour & design - design looked same as in the image but the colour wasn't that bright the yellows looked dull and didn't pop up as like I'm the image. Fabric quality - seemed comfy to wear but got no idea on fading and shrinking issues because I returned it due to size issue."", 'Overall the quality of the shirt is top notch. Fabric is good. Especially the color combination is damn awesome ?. But. Hand sleeves are somewhat loose. Anyway, loved it. Thanks for the fast delivery Myntra. Go for it guys?', 'Moderate product not superb one could say. Material also is a bit skinny as one feels good in a bit thick material in full sleeve tshirts. Rest normal level.']","['Sai Harsha', 'Mahesh Patra', 'Amit Nagpal']","['13 Jan 2021', '12 Aug 2021', '23 Feb 2021']"
1605,H&M,Pure Cotton Loose Fit T-Shirt,Rs. 799,,,,,,
1606,ether,Men White Solid Moisture-Wicking Antimicrobial Polo,₹494,₹1099,(55% OFF),"[5, 5, 5]","['Good fabric, feel & comfort is satisfactory. Colour is not on the dull side, its bright & attractive. Good product Myntra. Thanks.', 'I have been buyg ether tshirts from long time and it all fit really well. Fabric is very nice n they last long', 'These Ether t-shirts are just mind-blowing. I have got five of them and they are awesome.']","['Atanu', 'Vishukumar Karunakar', 'Rajarshi Chatterjee']","['30 June 2022', '27 Oct 2023', '11 May 2023']"
1607,Roadster,Men Men Polo Collar Pure Cotton T-shirt,₹499,₹2499,(80% OFF),[1],['What kind of fitting was that. Total disappointment. Fitting was the worst part'],['Lata Bashera'],['15 Nov 2023']
1608,The Souled Store,Men Naruto Printed Pure Cotton T-shirt,₹739,₹999,(26% OFF),"[3, 5, 5]","['Print and tshirt is okay after washing it for 3 time and the neck is elastic becomes loose even though I washed in machine', 'Simply good', 'Loved it..!']","['Harshad', 'Debasish', 'Krishna Alpesh Patel']","['24 Aug 2023', '13 July 2023', '4 Sept 2023']"
1609,Bewakoof Plus,Official Marvel Merchandise Printed Oversized T-shirt,₹749,₹1299,(Rs. 550 OFF),[],[],[],[]
1610,Hubberholme,Typography Printed Cotton Relaxed Fit T-shirt,₹689,₹2299,(70% OFF),[],[],[],[]
1611,Being Human,Pure Cotton Abstract Printed Casual T-shirt,₹309,₹999,(69% OFF),[5],['Perfect'],['Irfan'],['9 Jan 2024']
1612,Roadster,Men Brand Logo Printed Pure Cotton T-shirt,₹341,₹899,(62% OFF),[],[],[],[]
1613,Free Authority,Men White Tom & Jerry Printed Cotton T-shirt,₹562,₹1249,(55% OFF),"[5, 4, 4]","[""T-shirt is much comfortable and it's print is not be removed because it's strech under the tshirt not pasted"", 'Same pic product and fitting is too good..... Tanks for Myntra', 'Nice cotton cloth and I loved Tom and Jerry cartoon from my childhood. Awesome 👍']","['Suraj Bhardwaj', 'Sami Safi', 'Myntra App Not Working']","['15 Apr 2022', '13 Apr 2023', '13 Sept 2023']"
1614,HERE&NOW,Solid Polo Collar Pure Cotton T-shirt,₹489,₹1399,(65% OFF),[5],['Osm t shirt 👕'],['Rahul'],['9 Oct 2023']
1615,The Souled Store,Men Blue Captain America Cotton Printed T-shirt,₹629,₹999,(37% OFF),[4],['Good one.'],['Rahul Kumar'],['15 Apr 2023']
1616,WROGN,Round Neck Casual T-shirt,₹539,₹899,(40% OFF),[],[],[],[]
1617,Jack & Jones,Men Navy Blue Typography Printed Cotton Lounge T-shirt,₹479,₹1199,(60% OFF),"[5, 5, 4]","['Nice', 'The quality of fabric is fabulous. Just loved it', 'Awesome']","['Sumaiya', 'Muaaz', 'Nitin Kumar']","['22 Sept 2023', '4 Nov 2023', '1 Nov 2023']"
1618,ether,Men Mustard Yellow Non-Fading Hi-IQ Polo T-shirt,₹374,₹1499,(75% OFF),"[4, 4, 5]","['Very good product from ether', 'Good one...little light as compared to image...', 'Lovely product.']","['Sanjay', 'Rupa Roy', 'Myntra Customer']","['1 Aug 2020', '23 June 2020', '19 Mar 2020']"
